,stim,history,filename,class,onset,IndicoAPIExtractor,IndicoAPIExtractor
24,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,92.91,0.48,0.1172463371
25,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,94.53,0.13,0.7947339525
26,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,94.66,0.26,0.8049929139
27,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,94.92,0.55,0.255961975
28,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,96.07,0.28,0.6458658111
29,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,96.35,0.17,0.4319546923
30,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,96.52,0.39,0.4553698918
31,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,100.22,0.58,0.8324379018
32,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,100.8,0.27,0.3550370731
33,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,104.67,0.13,0.3804385813
34,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,104.8,0.19,0.1030730579
35,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,104.99,0.13,0.2933184907
36,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,105.12,0.27,0.1345737969
37,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,105.39,0.15,0.3243193041
38,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,105.54,0.33,0.5566367209
39,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,105.87,0.13,0.5024276473
40,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,107.32,0.14,0.6044900412
41,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,107.46,0.08,0.3048742565
42,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,107.54,0.2,0.4185336538
43,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,107.74,0.2,0.4427008385
44,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,107.94,0.44,0.6003620691
45,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,108.38,0.22,0.6044900412
46,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,117.04,0.12,0.5268956303
47,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,117.16,0.57,0.9535813325
48,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,117.73,0.11,0.4719109023
49,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,117.84,0.43,0.8918431317
50,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,118.27,0.27,0.5715799142
51,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,120.84,0.09,0.4319546923
52,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,120.93,0.39,0.4663613281
53,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.07,0.26,0.0105629414
54,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.33,0.07,0.3048742565
55,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.4,0.14,0.3243193041
56,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.54,0.08,0.0529992661
57,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.62,0.35,0.4631752553
58,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,125.97,0.13,0.3243193041
59,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,126.1,0.48,0.5275838091
60,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,128.75,0.24,0.1272124811
61,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,128.99,0.45,0.3257986632
62,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,129.44,0.27,0.8353369437
63,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,129.71,0.48,0.3811915217
64,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,130.19,0.11,0.4719109023
65,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,130.3,0.49,0.8631674659
66,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,130.79,0.14,0.5454200504
67,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,134.95,0.17,0.5024276473
68,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.12,0.13,0.3014735008
69,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.25,0.13,0.7662720834
70,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.38,0.15,0.3122194338
71,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.53,0.12,0.4427008385
72,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.65,0.14,0.5150067884
73,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,135.79,0.33,0.4719109023
74,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,136.79,0.49,0.3257986632
75,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,138.89,0.22,0.0424595214
76,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,139.11,0.18,0.0424595214
77,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,139.29,0.1,0.4719109023
78,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,139.39,0.34,0.3041109874
79,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,140.41,0.13,0.7662720834
80,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,140.54,0.18,0.2829814437
81,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,140.72,0.14,0.6265429696
82,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,140.86,0.09,0.4690169086
83,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,148.95,0.22,0.0545522532
84,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,149.17,0.26,0.6096520609
85,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,149.43,0.65,0.0105629414
86,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,150.36,0.09,0.4319546923
87,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,150.45,0.29,0.4553698918
88,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,150.74,0.05,0.4690169086
89,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,150.79,0.18,0.9917129383
90,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,150.97,0.33,0.6096520609
91,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,152.41,0.19,0.6044900412
92,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,152.6,0.28,0.6040843799
93,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,152.88,0.21,0.1393442944
94,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,153.09,0.08,0.5024276473
95,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,153.17,0.25,0.7746334407
96,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,153.42,0.13,0.4719109023
97,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,153.55,0.47,0.1283399121
98,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,157.46,0.16,0.4553698918
99,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,157.62,0.08,0.3048742565
100,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,157.7,0.12,0.6044900412
101,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,157.82,0.29,0.0942806479
102,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,158.11,0.41,0.6096520609
103,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,158.55,0.14,0.5024276473
104,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,158.69,0.12,0.5060428747
105,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,158.81,0.11,0.5454200504
106,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,158.92,0.82,0.7019971128
107,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,160.43,0.13,0.4511839686
108,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,160.56,0.27,0.2015294446
109,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,160.83,0.23,0.4427008385
110,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,161.06,0.31,0.5338341124
111,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,161.93,0.19,0.9978193348
112,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,162.12,0.26,0.6063862109
113,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,164.05,0.14,0.3953678114
114,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,164.19,0.2,0.5689439899
115,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,164.39,0.2,0.4319546923
116,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,170.22,0.31,0.0105629414
117,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,170.53,0.19,0.4427008385
118,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,170.72,0.24,0.3984320016
119,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,170.96,0.29,0.7746334407
120,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,171.25,0.26,0.5014429692
121,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,171.51,0.09,0.4719109023
122,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,171.6,0.35,0.6096520609
123,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,173.68,0.12,0.6044900412
124,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,173.8,0.29,0.0105629414
125,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.09,0.21,0.4427008385
126,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.3,0.08,0.4690169086
127,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.38,0.12,0.9917129383
128,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.5,0.16,0.6096520609
129,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.66,0.17,0.5060428747
130,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.83,0.13,0.5454200504
131,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,174.96,0.39,0.4031251434
132,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,177.77,0.13,0.3804385813
133,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,177.9,0.08,0.5880763712
134,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,177.98,0.2,0.1913498818
135,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,178.18,0.57,0.0006061901
136,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,179.34,0.28,0.2564489393
137,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,179.62,0.16,0.4427008385
138,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,179.78,0.24,0.1557833757
139,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,180.02,0.27,0.1892276204
140,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,181.07,0.19,0.719876219
141,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,181.26,0.48,0.4879017541
142,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,181.74,0.25,0.2774259728
143,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,181.99,0.18,0.554705123
144,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,182.17,0.14,0.2546040195
145,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,182.31,0.35,0.5948744909
146,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,200.49,0.45,0.0105629414
147,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,200.94,0.11,0.4864332427
148,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,201.05,0.11,0.4719109023
149,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,201.16,0.31,0.9021214894
150,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,201.47,0.51,0.6388611718
151,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,205.78,0.14,0.5024276473
152,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,205.92,0.23,0.7746334407
153,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,206.15,0.15,0.3828545221
154,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,206.3,0.39,0.3937487691
155,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,206.69,0.29,0.581362476
156,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,206.98,0.14,0.3243193041
157,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,207.12,0.41,0.7389474202
158,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,207.73,0.19,0.1138905586
159,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,207.92,0.35,0.6595791197
160,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,208.47,0.27,0.2964351461
161,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,208.74,0.53,0.1846980309
162,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,229.63,0.16,0.4319546923
163,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,229.79,0.41,0.451428155
164,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,230.2,0.42,0.1555556823
165,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,230.62,0.31,0.4663613281
166,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,290.98,0.28,0.757317874
167,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,291.26,0.32,0.9018759517
168,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,291.58,0.37,0.9526122571
169,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,291.95,0.05,0.4690169086
170,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,292.0,0.23,0.9021214894
171,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,292.23,0.39,0.9477605182
172,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,292.62,0.22,0.757317874
173,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,292.84,0.25,0.6313382433
174,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,293.09,0.89,0.5873230639
175,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,293.98,0.1,0.5572395996
176,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.08,0.29,0.0028667743
177,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.37,0.14,0.3804385813
178,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.51,0.1,0.4690169086
179,,AudioStim->IBMSpeechAPIConverter/ComplexTextStim->IndicoAPIExtractor/ExtractorResult,,ComplexTextStim,294.61,0.15,0.2546040195
